
# Development Desktop 2.0
# Data Export for Sensor : BMX055
# Accelerometer Sensor Mode: Normal, Bandwidth: 500 Hz, Range: 4g
# Magnetometer Sensor Mode : Suspend, Data Output Rate: 10 Hz, Axis Remapped
# Gyroscope Sensor Mode: Normal, Bandwidth: 116Hz fs -> 1KHz, Range: 250°/s
# Start: 20.06.2014 16:59:57
# Time Stamp , Accel X-axis - LSB, Accel Y-axis - LSB, Accel Z-axis - LSB, Mag Field X-axis - LSB, Mag Field Y-axis - LSB, Mag Field Z-axis - LSB, Gyro X-axis - Raw, Gyro Y-axis - Raw, Gyro Z-axis - Raw, 
16:59:59.7024759,    479,0000,     50,0000,    110,0000,            ,            ,            ,     23,0000,     26,0000,     52,0000,
16:59:59.7024759,    478,0000,     47,0000,    112,0000,            ,            ,            ,     13,0000,      9,0000,     53,0000,
16:59:59.7024759,    476,0000,     52,0000,    114,0000,            ,            ,            ,    -20,0000,    -12,0000,     30,0000,
16:59:59.7024759,    476,0000,     50,0000,    110,0000,            ,            ,            ,    -22,0000,     -1,0000,     15,0000,
16:59:59.7024759,    479,0000,     52,0000,    113,0000,            ,            ,            ,     -6,0000,    -23,0000,      6,0000,
16:59:59.7024759,    481,0000,     53,0000,    114,0000,            ,            ,            ,    -12,0000,    -25,0000,    -15,0000,
16:59:59.7024759,    482,0000,     51,0000,    116,0000,            ,            ,            ,    -34,0000,    -44,0000,    -11,0000,
16:59:59.7024759,    483,0000,     49,0000,    114,0000,            ,            ,            ,    -57,0000,    -53,0000,     -2,0000,
16:59:59.7024759,    483,0000,     51,0000,    111,0000,            ,            ,            ,    -45,0000,    -61,0000,     21,0000,
16:59:59.7024759,    479,0000,     51,0000,    113,0000,            ,            ,            ,    -38,0000,    -31,0000,      4,0000,
16:59:59.7181281,    478,0000,     47,0000,    114,0000,            ,            ,            ,    -14,0000,      4,0000,      4,0000,
16:59:59.7181281,    479,0000,     51,0000,    116,0000,            ,            ,            ,     11,0000,     20,0000,     -8,0000,
16:59:59.7181281,    480,0000,     52,0000,    113,0000,            ,            ,            ,     55,0000,     20,0000,     15,0000,
16:59:59.7181281,    480,0000,     50,0000,    114,0000,            ,            ,            ,     45,0000,     -2,0000,      9,0000,
16:59:59.7181281,    478,0000,     50,0000,    113,0000,            ,            ,            ,     32,0000,    -16,0000,     10,0000,
16:59:59.7181281,    480,0000,     49,0000,    113,0000,            ,            ,            ,    -17,0000,    -31,0000,      0,0000,
16:59:59.7181281,    479,0000,     49,0000,    113,0000,            ,            ,            ,    -26,0000,    -38,0000,     19,0000,
16:59:59.7181281,    478,0000,     47,0000,    106,0000,            ,            ,            ,    -30,0000,    -32,0000,     43,0000,
16:59:59.7181281,    479,0000,     50,0000,    112,0000,            ,            ,            ,    -22,0000,    -41,0000,     35,0000,
16:59:59.7181281,    481,0000,     47,0000,    115,0000,            ,            ,            ,     10,0000,    -44,0000,     -1,0000,
16:59:59.7181281,    478,0000,     51,0000,    111,0000,            ,            ,            ,     31,0000,    -47,0000,      1,0000,
16:59:59.7181281,    483,0000,     50,0000,    114,0000,            ,            ,            ,     46,0000,    -25,0000,     -7,0000,
16:59:59.7181281,    481,0000,     46,0000,    113,0000,            ,            ,            ,     -3,0000,    -16,0000,      6,0000,
16:59:59.7181281,    479,0000,     50,0000,    111,0000,            ,            ,            ,    -37,0000,     -6,0000,    -12,0000,
16:59:59.7181281,    481,0000,     50,0000,    111,0000,            ,            ,            ,    -73,0000,    -27,0000,      0,0000,
16:59:59.7181281,    482,0000,     48,0000,    114,0000,            ,            ,            ,    -33,0000,    -26,0000,      9,0000,
16:59:59.7337271,    480,0000,     51,0000,    112,0000,            ,            ,            ,    -26,0000,    -19,0000,      5,0000,
16:59:59.7337271,    476,0000,     49,0000,    113,0000,            ,            ,            ,      3,0000,     -7,0000,     10,0000,
16:59:59.7337271,    478,0000,     47,0000,    111,0000,            ,            ,            ,      6,0000,     -3,0000,     32,0000,
16:59:59.7337271,    480,0000,     46,0000,    110,0000,            ,            ,            ,     25,0000,    -28,0000,     30,0000,
16:59:59.7337271,    480,0000,     51,0000,    113,0000,            ,            ,            ,     21,0000,    -47,0000,     13,0000,
16:59:59.7337271,    476,0000,     52,0000,    113,0000,            ,            ,            ,      4,0000,    -65,0000,    -24,0000,
16:59:59.7337271,    479,0000,     51,0000,    113,0000,            ,            ,            ,    -30,0000,    -78,0000,     -5,0000,
16:59:59.7337271,    480,0000,     48,0000,    110,0000,            ,            ,            ,    -41,0000,    -22,0000,     15,0000,
16:59:59.7337271,    482,0000,     49,0000,    111,0000,            ,            ,            ,    -48,0000,      3,0000,     19,0000,
16:59:59.7337271,    480,0000,     49,0000,    113,0000,            ,            ,            ,    -43,0000,     36,0000,      4,0000,
16:59:59.7337271,    479,0000,     50,0000,    113,0000,            ,            ,            ,    -36,0000,    -15,0000,     15,0000,
16:59:59.7337271,    479,0000,     47,0000,    111,0000,            ,            ,            ,    -32,0000,     -6,0000,      4,0000,
16:59:59.7337271,    479,0000,     50,0000,    113,0000,            ,            ,            ,    -10,0000,    -21,0000,     23,0000,
16:59:59.7337271,    479,0000,     53,0000,    110,0000,            ,            ,            ,     10,0000,      3,0000,      1,0000,
16:59:59.7337271,    479,0000,     50,0000,    111,0000,            ,            ,            ,     14,0000,    -16,0000,     35,0000,
16:59:59.7337271,    479,0000,     50,0000,    114,0000,            ,            ,            ,      9,0000,     -8,0000,     24,0000,
16:59:59.7493571,    479,0000,     50,0000,    113,0000,            ,            ,            ,    -12,0000,    -15,0000,     47,0000,
16:59:59.7493571,    478,0000,     50,0000,    111,0000,            ,            ,            ,    -19,0000,    -21,0000,     42,0000,
16:59:59.7493571,    480,0000,     49,0000,    112,0000,            ,            ,            ,    -33,0000,    -20,0000,     39,0000,
16:59:59.7493571,    481,0000,     52,0000,    113,0000,            ,            ,            ,    -45,0000,    -27,0000,     30,0000,
16:59:59.7493571,    480,0000,     49,0000,    111,0000,            ,            ,            ,    -45,0000,    -25,0000,     17,0000,
16:59:59.7493571,    477,0000,     51,0000,    108,0000,            ,            ,            ,    -21,0000,    -22,0000,     11,0000,
16:59:59.7493571,    477,0000,     49,0000,    112,0000,            ,            ,            ,      3,0000,    -27,0000,      7,0000,
16:59:59.7493571,    477,0000,     47,0000,    115,0000,            ,            ,            ,     19,0000,      9,0000,    -13,0000,
16:59:59.7493571,    481,0000,     51,0000,    113,0000,            ,            ,            ,      3,0000,     27,0000,     -5,0000,
16:59:59.7493571,    482,0000,     51,0000,    114,0000,            ,            ,            ,    -10,0000,     36,0000,      9,0000,
16:59:59.7493571,    479,0000,     50,0000,    111,0000,            ,            ,            ,    -36,0000,    -18,0000,     48,0000,
16:59:59.7493571,    481,0000,     50,0000,    111,0000,            ,            ,            ,    -29,0000,    -61,0000,     61,0000,
16:59:59.7493571,    478,0000,     48,0000,    111,0000,            ,            ,            ,    -30,0000,    -90,0000,     31,0000,
16:59:59.7493571,    480,0000,     50,0000,    111,0000,            ,            ,            ,    -27,0000,    -56,0000,    -17,0000,
16:59:59.7493571,    480,0000,     49,0000,    107,0000,            ,            ,            ,    -47,0000,    -12,0000,    -38,0000,
16:59:59.7493571,    479,0000,     50,0000,    110,0000,            ,            ,            ,    -43,0000,     22,0000,    -13,0000,
16:59:59.7649829,    479,0000,     52,0000,    113,0000,            ,            ,            ,    -52,0000,     -3,0000,     23,0000,
16:59:59.7649829,    476,0000,     48,0000,    112,0000,            ,            ,            ,    -35,0000,    -35,0000,     26,0000,
16:59:59.7649829,    479,0000,     51,0000,    114,0000,            ,            ,            ,    -41,0000,    -30,0000,     -5,0000,
16:59:59.7649829,    481,0000,     50,0000,    110,0000,            ,            ,            ,    -22,0000,    -33,0000,     -6,0000,
16:59:59.7649829,    482,0000,     51,0000,    111,0000,            ,            ,            ,    -25,0000,    -49,0000,     -3,0000,
16:59:59.7649829,    480,0000,     51,0000,    110,0000,            ,            ,            ,    -21,0000,    -73,0000,      5,0000,
16:59:59.7649829,    479,0000,     50,0000,    112,0000,            ,            ,            ,    -24,0000,    -70,0000,     -8,0000,
16:59:59.7649829,    480,0000,     50,0000,    112,0000,            ,            ,            ,    -35,0000,    -36,0000,      1,0000,
16:59:59.7649829,    483,0000,     47,0000,    113,0000,            ,            ,            ,    -40,0000,    -11,0000,      6,0000,
16:59:59.7649829,    478,0000,     51,0000,    112,0000,            ,            ,            ,    -36,0000,     23,0000,      8,0000,
16:59:59.7649829,    478,0000,     49,0000,    113,0000,            ,            ,            ,    -24,0000,     10,0000,      8,0000,
16:59:59.7649829,    478,0000,     49,0000,    110,0000,            ,            ,            ,     -8,0000,     18,0000,     13,0000,
16:59:59.7649829,    479,0000,     50,0000,    113,0000,            ,            ,            ,    -13,0000,     -4,0000,      6,0000,
16:59:59.7649829,    482,0000,     51,0000,    113,0000,            ,            ,            ,    -21,0000,     -2,0000,     -2,0000,
16:59:59.7649829,    480,0000,     52,0000,    111,0000,            ,            ,            ,    -36,0000,     -2,0000,      7,0000,
16:59:59.7649829,    480,0000,     50,0000,    113,0000,            ,            ,            ,    -28,0000,     -6,0000,      1,0000,
16:59:59.7806296,    478,0000,     50,0000,    111,0000,            ,            ,            ,    -16,0000,     20,0000,      3,0000,
16:59:59.7806296,    478,0000,     52,0000,    115,0000,            ,            ,            ,     -9,0000,     26,0000,    -34,0000,
16:59:59.7806296,    479,0000,     50,0000,    111,0000,            ,            ,            ,    -23,0000,     37,0000,    -40,0000,
16:59:59.7806296,    479,0000,     48,0000,    115,0000,            ,            ,            ,      1,0000,      5,0000,    -36,0000,
16:59:59.7806296,    478,0000,     48,0000,    109,0000,            ,            ,            ,     21,0000,    -41,0000,    -16,0000,
16:59:59.7806296,    481,0000,     50,0000,    114,0000,            ,            ,            ,      9,0000,    -57,0000,     10,0000,
16:59:59.7806296,    478,0000,     48,0000,    109,0000,            ,            ,            ,    -18,0000,    -57,0000,     22,0000,
16:59:59.7806296,    482,0000,     50,0000,    115,0000,            ,            ,            ,    -40,0000,    -31,0000,     21,0000,
16:59:59.7806296,    479,0000,     48,0000,    114,0000,            ,            ,            ,    -41,0000,    -29,0000,     15,0000,
16:59:59.7806296,    481,0000,     54,0000,    111,0000,            ,            ,            ,    -45,0000,     -6,0000,    -14,0000,
16:59:59.7806296,    480,0000,     50,0000,    112,0000,            ,            ,            ,    -44,0000,      2,0000,     -7,0000,
16:59:59.7806296,    480,0000,     47,0000,    112,0000,            ,            ,            ,    -39,0000,     10,0000,    -12,0000,
16:59:59.7806296,    479,0000,     49,0000,    112,0000,            ,            ,            ,    -26,0000,    -15,0000,      9,0000,
16:59:59.7806296,    479,0000,     52,0000,    112,0000,            ,            ,            ,    -21,0000,    -44,0000,     19,0000,
16:59:59.7806296,    479,0000,     51,0000,    112,0000,            ,            ,            ,    -18,0000,    -50,0000,     35,0000,
16:59:59.7806296,    478,0000,     49,0000,    108,0000,            ,            ,            ,    -39,0000,    -42,0000,     16,0000,
16:59:59.7962340,    479,0000,     49,0000,    109,0000,            ,            ,            ,    -40,0000,    -32,0000,     -2,0000,
16:59:59.7962340,    475,0000,     47,0000,    112,0000,            ,            ,            ,    -14,0000,    -18,0000,    -14,0000,
16:59:59.7962340,    480,0000,     48,0000,    112,0000,            ,            ,            ,     19,0000,    -20,0000,      0,0000,
16:59:59.7962340,    481,0000,     50,0000,    109,0000,            ,            ,            ,     36,0000,    -47,0000,     30,0000,
16:59:59.7962340,    479,0000,     49,0000,    112,0000,            ,            ,            ,     32,0000,    -52,0000,     46,0000,
16:59:59.7962340,    481,0000,     52,0000,    114,0000,            ,            ,            ,     -6,0000,    -28,0000,     41,0000,
16:59:59.7962340,    482,0000,     49,0000,    113,0000,            ,            ,            ,    -32,0000,     -6,0000,     11,0000,
16:59:59.7962340,    481,0000,     48,0000,    109,0000,            ,            ,            ,    -48,0000,     -7,0000,    -10,0000,
